stik KF
A18	B6-36-15
8N	in	H
9N	-1.5V
10N	STEL
12N	-4.5V
13N	out	Mu
14N	in	MD
15N	in	add/sub
end

plade	0201-1	Adder
image	0201a.png	0201b.png
1	in	_H
2	-4.5V
3	in	Mi
4	in	_Sp
5	-31.5V
6	-3.0V
8	out	Linie
11	-1.5V
12	-3.0V
14	in	_GsA
15	in	_SA
1N	-31.5V
2N	-7.5V
3N	+10.5V
4N	-13.5V
5N	in	_Mi
7N	out	_Mu
8N	in	H
9N	-1.5V
10N	STEL
11N	out	_Mu
12N	-4.5V
13N	out	Mu
14N	in	MD
15N	in	add/sub
end

plade	0201-2	Adder
image	0201a.png	0201b.png
1	in	_H
2	-4.5V
3	in	Mi
4	in	_Sp
5	-31.5V
6	-3.0V
8	out	Linie
11	-1.5V
12	-3.0V
14	in	_GsA
15	in	_SA
1N	-31.5V
2N	-7.5V
3N	+10.5V
4N	-13.5V
5N	in	_Mi
7N	out	_Mu
8N	in	H
9N	-1.5V
10N	STEL
11N	out	_Mu
12N	-4.5V
13N	out	Mu
14N	in	MD
15N	in	add/sub
end

plade	0202-4	FB-BLs-Gp fl.fl
image	0202-4a.png	0202-4b.png
end

plade	0202-7	Tastaturinput, case-shift.
image	0202-7a.png	0202-7b.png
end

plade	0202-18 MD-40 MD-41
image	0202-18.png
2	+10.5V
7	STEL
3	-13.5V
1N	-1.5V
13	-1.5V
14	inout	Linie40
6N	inout	Linie41
8	in	GsMD[40]
5N	in	GsMD[41]
12	in	GmMD[40]
10	in	GmMD[41]
9	out	MD[40]
2n	out	MD[41]
6	out	^MD[40]
4N	out	^MD[41]
11	in	YE
12N	in	YE
15N	out	^MD[40]
11N	out	^MD[41]
end

plade	0202-19	Z-perforator og Z-skrivemaskine
image	0202-19a.png	0202-19b.png
end

plade	0202-21	AC00 - MD00 fl.fl.
image	0202-21a.png	0202-21b.png
1	-31.5V
1N	in	GsAC
2	+10.5V
2N	out	-
3	-13.5V
4	-7.5V
4N	out	-
5	out	MDoo til adder
5N	in	Gs
6	out	_MDoo
6N	out	ACoo
7	STEL
7N	out	_ACoo
8	in	_GsMD
8N	out	1->ACoo
9	out	MDoo
9N	out	ACoo
10	in	Gm
10N	in	0>ACoo
11	in	-
11N	-13.5V
12	in	GmMD
13	-1.5V
13N	NC
14	inout	Linie 00
14N	NC
15	in	Gm
15N	out	Dm160
end

plade	0202-22 MQ-MD-AR registre
image	0202-22a.png	0202-22b.png
1	-31.5V
2	+10.5V
3	-13.5V
4	-7.5V
7	STEL
9	in	MQ base
10	in	Gm MQ
14	inout	Linie
13	-1.5V
2N	out	MQ
3N	in	sp
4N	out	MQ
5N	in	Gs MQ
8N	in	Gm n+1
9N	in	Gm n-1
10N	in	n-1
11N	out	skifte linie
12N	in	n+1
13N	+1.5V
14N	-1.5V
end

plade	0202-23 MQ-MD-AR registre
image	0202-22a.png	0202-22b.png
1	-31.5V
2	+10.5V
3	-13.5V
4	-7.5V
7	STEL
9	in	MQ base
10	in	Gm MQ
14	inout	Linie
13	-1.5V
2N	out	MQ
3N	in	sp
4N	out	MQ
5N	in	Gs MQ
8N	in	Gm n+1
9N	in	Gm n-1
10N	in	n-1
11N	out	skifte linie
12N	in	n+1
13N	+1.5V
14N	-1.5V
end


plade	0202-24 MQ-MD-AR registre
image	0202-22a.png	0202-22b.png
1	-31.5V
2	+10.5V
3	-13.5V
4	-7.5V
7	STEL
9	in	MQ base
10	in	Gm MQ
14	inout	Linie
13	-1.5V
2N	out	MQ
3N	in	sp
4N	out	MQ
5N	in	Gs MQ
8N	in	Gm n+1
9N	in	Gm n-1
10N	in	n-1
11N	out	skifte linie
12N	in	n+1
13N	+1.5V
14N	-1.5V
end

plade	0202-25	Z forstærker til SL
image	0202-25a.png 0202-25b.png
end

plade	0203	Afkodning af FL
image	0203.png
4	+10.5V
7N	-1.5V
5	-13.5V
end

plade	0203-1	Afkodning af FL
image	0203-1.png
4	+10.5V
12	STEL
5	-1.5V
7N	-1.5V
end

plade	0203-3	Skrivemask.afkodn. BS4-BS5-BS6
image	0203-3.png
end

plade	0203-4	Skrivemask.afkodn. BS7-BS8-BS9
image	0203-4.png
end

plade	0204	Registervalg til KB
image	0204.png
end

plade	0205 LI & H register
image	0205a.png	0205b.png
1	in	Ciffertråd
1N	in	Gm Li
2	in	Ciffertråd
2N	in	_Gs Li
3	-31.5V
3N	-1.5V
4	+10.5V
4N	in	n+1
5	-13.5V
5N	inout	Linie
6	-4.5V
6N	in	n-1
7	in	Cifferpuls
7N	in	Gm H
8	-13.5V
8N	in	Gm venstre sk
9	-1.5V
9N	in	Gm Højre Sk
10	STEL
10N	in	_Sp
11	in	Nulstilling
11N	-7.5V
12	-3.0V
12N	in	_GsH
13	in	Strobe
13N	out	_H til adder
14	in	Læsetråd
14N	out	H
15	in	Læsetråd
15N	out	_H
end

plade	0205-1	LI40-41, H40-41 (AC40-41)
image	0205-1a.png	0205-1b.png
1	in	Ciffertråd
1N	in	Gm Li
2	in	Ciffertråd
2N	in	_Gs Li
3	-31.5V
3N	-1.5V
4	+10.5V
4N	in	n+1
5	-13.5V
5N	inout	Linie
6	-4.5V
6N	in	n-1
7	in	Cifferpuls
7N	in	Gm H
8	-13.5V
8N	in	Gm venstre sk
9	-1.5V
9N	in	Gm Højre Sk
10	STEL
10N	in	_Sp
11	in	Nulstilling
11N	-1.5V
12	-3.0V
12N	in	_GsH
13	in	Strobe
13N	out	_H til adder
14	in	Læsetråd
14N	out	H
15	in	Læsetråd
15N	out	_H
end

plade	0205-2 LI & H register (XXX: not "som 205" 1N, 2N ?)
image	0205a.png	0205b.png
1	in	Ciffertråd
1N	in	Gm Li
2	in	Ciffertråd
2N	in	_Gs Li
3	-31.5V
3N	-1.5V
4	+10.5V
4N	in	n+1
5	-13.5V
5N	inout	Linie
6	-4.5V
6N	in	n-1
7	in	Cifferpuls
7N	in	Gm H
8	-13.5V
8N	in	Gm venstre sk
9	-1.5V
9N	in	Gm Højre Sk
10	STEL
10N	in	_Sp
11	in	Nulstilling
11N	-7.5V
12	-3.0V
12N	in	_GsH
13	in	Strobe
13N	out	_H til adder
14	in	Læsetråd
14N	out	H
15	in	Læsetråd
15N	out	_H
end

plade	0205-3 LI & H register
image	0205a.png	0205b.png
end

plade	0205-4	_SL', linie 42, blok, Gm-TK 
image	0205-4a.png	0205-4b.png
3	-13.5V
5	-7.5V
11N	-1.5V
10	STEL
10N	+1.5V
12	+4.5V
4	+10.5V
3N	-3.0V
14	in	SPa
4N	inout
15	in	SPb
6N	inout
13N	in	KPIIb
9N	in	strobe
14N	inout
15N	out
5N	out	Linie42
end

plade	0206 Valg af adresseregister
image	0206.png
12	-13.5V
15	-31.5V
4N	in	AD1
6N	in	AD1
8N	in	AD1
10N	in	AD1
12N	in	AD1
1N	in	AD1 valgt
2N	in	TA valgt
5N	in	TA
7N	in	TA
9N	in	TA
11N	in	TA
13N	in	TA
2	out	ud
3	out	ud
4	out	ud
5	out	ud
6	out	ud
end

plade	0207	Matrix Drivtrin.
image	0207.png
15	in	Sp.
1N	in	Konst str.skr.
6N	in	Lp.
10	in	Konst str.læs.
13	out	afkodning[0]
3N	out	afkodning[1]
1	out	matix1[0]
2	out	matix2[0]
3	out	matix3[0]
4	out	matix4[0]
5	out	matix5[0]
6	out	matix6[0]
7	out	matix7[0]
8	out	matix8[0]
8N	out	matix1[1]
9N	out	matix2[1]
10N	out	matix3[1]
11N	out	matix4[1]
12N	out	matix5[1]
13N	out	matix6[1]
14N	out	matix7[1]
15N	out	matix8[1]
end

plade	0208	_SA og add-sub fl.fl
image	0208.png
12	+10.5V
14	+4.5V
5N	+1.5V
10	+1.5V
6	STEL
7N	STEL
6N	-3.0V
15N	-3.0V
14N	-7.5V
13	-13.5V
1	-31.5V
11	-31.5V
15	in	GmH
1N	in	GmH v.sk
2N	in	GmH h.sk
3N	in	Gm MD
4N	out	^Sa
9N	in
10N	in
8N	out
11N	in	Gs add
12N	in	Gs sub
13N	out
2	out	add-sub 00-9
3	out	add-sub 10-19
4	out	add-sub 20-29
5	out	add-sub 30-39
end

plade	0209 MA Flip-flop
image	0209.png
1N	+1.5V
12N	+10.5V
5N	+4.5V
8N	STEL
2N	-3.0V
14N	-7.5V
13N	-13.5V
9	-13.5V
1	-31.5V
8	-31.5V
15N	-31.5V
end

plade	0209-1	MA B fl.fl.
image	0209-1.png
12N	+10.5V
3	+4.5V
1N	+1.5V
8N	STEL
2N	-1.5V
14N	-7.5V
13N	-13.5V
9	-13.5V
1	-31.5V
8	-31.5V
15N	-31.5V
end

plade	0209-2	Mode 1 og 2 fl.fl.
image	0209-2a.png	0209-2b.png
5	out	^Mode 1 ud
3N	in	Fra KE Kerne 119
4N	in	Fra KE Kerne 119
8	out
11	in	1 stilling
4	in	^Mode 5
10N	out
6N	out	Til DM160
7N	in	0-stilling
1N	in	0-stilling
11N	in	0-stilling
7	in	^VAC
3	out	Til Mode 5
15N	-31.5V
1	-13.5V
13N	-13.5V
14N	-7.5V
2	-4.5V
2N	-3.0V
8N	STEL
6	STEL
5N	+4.5V
12N	+10.5V
end

plade	0209-3	Mode 3 & 4 fl.fl.
image	0209-3.png
15N	-31.5V
1	-13.5V
13N	-13.5V
14N	-7.5V
2	-4.5V
9	-4.5V
2N	-3.0V
8N	STEL
5N	+4.5V
12N	+10.5V
11N	in	0-stilling
1N	in	0-stilling
7N	in	0-stilling[m3]
12	in	0-stilling[m4]
6N	out	til DM160[m3]
13	out	til DM160[m4]
10N	out	[m3]
10	out	[m4]
8	out	[m3]
3	out	[m4]
4N	in	fra KE kerne 121[m3?]
3N	in	fra KE kerne 121[m3?]
14	in	fra KE kerne 122[m4?]
15	in	fra KE kerne 122[m4?]
5	out	^mode3 ud
7	out	^mode4 ud
end

plade	0209-4	b + c fl.fl
image	0209-4.png
2	in	0->b og c
4	in
3	in	^Mode5
5	out	^b*Mode5
1N	out	b*Mode5
6	in
3N	in	Kerne182[b]
4N	in	Kerne182[b]
15	in	Kerne183[c]
14	in	Kerne183[c]
10N	out	[b]
10	out	[c]
9N	in	1-still[b]
11	in	1-still[c]
7N	in	reset[b]
12	in	reset[c]
6N	out	DM160
13	out	DM160
15N	-31.5V
14N	-13.5V
13N	-7.5V
2N	-3.0V
9	STEL
8N	STEL
5N	+4.5V
1	+10.5V
12N	+10.5V
end

plade	0209-6	Mode 5 og HP fl.fl.
image	0209-6.png
8	in	^reset
13	out	^HP
10	out	HP
11	in	^1->HP
14	out	
15	in
7	in	Fra Mode 1
6	in	VAC
9N	in
1N	in	intern
11N	in	MA1
7N	in	^BY0
10N	out	^Mode 5
4N	in	MA1
5N	in	MA1
3N	in
6N	out	Mode 5
5	out	Mode 5 ud
15N	-31.5V
1	-13.5V
12	-13.5V
13N	-13.5V
14N	-7.5V
2N	-3.0V
2	-4.5V
8N	STEL
9	+10.5V
12N	+10.5V
end

plade	0209-5	Step
image	0209-5.png
12N	+10.5V
1N	+1.5V
8N	STEL
7	-3.0V
2N	-3.0V
13N	-13.5V
15N	-31.5V
9	NC
6N	out	_Step ud
10N	inout
3N	in	Gm step ind
6	out	_MA1
14N	in	MA
5	out	MA1
10	out	MA1
end

plade	0210	Gs Generator
image	0210.png
1	+10.5V
2N	+10.5V
9	+1.5V
8	STEL
13	-1.5V
12	-3.0V
3N	-4.5V
14	-13.5V
4N	in	kerne-[0]
6N	in	kerne-[1]
8N	in	kerne-[2]
10N	in	kerne-[3]
12N	in	kerne-[4]
14N	in	kerne-[5]
5N	in	kerne+[0]
7N	in	kerne+[1]
9N	in	kerne+[2]
11N	in	kerne+[3]
13N	in	kerne+[4]
15N	in	kerne+[5]
7	out	Gs[0]
6	out	Gs[1]
5	out	Gs[2]
4	out	Gs[3]
3	out	Gs[4]
2	out	Gs[5]
end

plade	0211	Gm-generator
image	0211.png
1	+10.5V
1N	+4.5V
15	STEL
3N	STEL
13	-1.5V
2N	-13.5V
4N	in	kerne-[0]
6N	in	kerne-[1]
8N	in	kerne-[2]
10N	in	kerne-[3]
12N	in	kerne-[4]
14N	in	kerne-[5]
5N	in	kerne+[0]
7N	in	kerne+[1]
9N	in	kerne+[2]
11N	in	kerne+[3]
13N	in	kerne+[4]
15N	in	kerne+[5]
7	out	Gm[0]
6	out	Gm[1]
5	out	Gm[2]
4	out	Gm[3]
3	out	Gm[4]
2	out	Gm[5]
end

plade	0212 AD2, OT, TD registre
image	0212a.png	0212b.png
1	out	OT
3	out	AD2
4	-31.5V
5	-13.5V
6	inout	OT blok tæll
7	+10.5V
8	in	Sym trign
11	STEL
1N	out	_OT
2N	-1.5V
3N	-1.5V
4N	out	Linie
8N	inout	Linie
9N	in	GmAD2
10N	in	Gm OT
11N	in	Gs OT
14N	in	_GsAD2 skrå
15N	in	GsAD2
end

plade	0212-1	AD2, OT, TD registre
image	0212a.png	0212b.png
1	out	OT
3	out	AD2
4	-31.5V
5	-13.5V
6	inout	OT blok tæll
7	+10.5V
8	in	Sym trign
11	STEL
1N	out	_OT
2N	-1.5V
3N	-1.5V
4N	inout	Linie
8N	inout	Linie
9N	in	GmAD2
10N	in	Gm OT
11N	in	Gs OT
14N	in	_GsAD2 skrå
15N	in	GsAD2
end

plade	0212-2	TKT, TOT, TBA registre
image	0212-2a.png	0212-2b.png
4	-13.5V
11	STEL
7	+10.5V
10	in
14	in
15	out
12	out
13	out
4N	out
3N	out
1	out
1N	out
7N	in
8	in
end 

plade	0212-4	Styrekredse 2 for skrivemaskine
image	0212-4a.png	0212-4b.png
end

plade	0213	Ind og udgange
image	0213.png
6	+10.5V
1	+1.5V
5	-1.5V
4	in	Linie ind[7]
2N	in	Linie ind[6]
4N	in	Linie ind[5]
6N	in	Linie ind[4]
8N	in	Linie ind[3]
10N	in	Linie ind[2]
12N	in	Linie ind[1]
14N	in	Linie ind[0]
10	in	Gm[0]
11	in	Gm[1]
12	in	Gm[2]
13	in	Gm[3]
14	in	Gm[4]
15	in	Gm[5]
1N	in	Gm[6]
7	in	Gm[7]
15N	out	ud til base[0]
13N	out	ud til base[1+7]
11N	out	ud til base[2]
9N	out	ud til base[3]
7N	out	ud til base[4]
5N	out	ud til base[5]
3N	out	ud til base[6]
9	in	ind[8]
8	in	ind[9]
2	out	linie[8]
3	out	linie[9]
end

plade	0214	Forstærkere
image	0214.png
6N	+10.5V
10	+1.5V
15	-1.5V
14	-
12	-7.5V
7N	-13.5V
1	-31.5V
8N	in	ind[0]
9N	in	ind[1]
10N	in	ind[2]
11N	in	ind[3]
12N	in	ind[4]
13N	in	ind[5]
14N	in	ind[6]
15N	in	ind[7]
2	out	ud[7]
3	out	ud[6]
4	out	ud[5]
5	out	ud[4]
6	out	ud[3]
7	out	ud[2]
8	out	ud[1]
9	out	ud[0]
4N	in	ind[8]
5N	out	ud[8]
end

plade	0214-1	SP -H og -MQ forstærker
image	0214-1.png
6N	+10.5V
5N	STEL
3N	STEL
10	STEL
15	-1.5V
14	-4.5V
7N	-13.5V
1	-31.5V
8N	in	ind[0 H12-26]
9N	in	ind[1 H00-11]
10N	in	ind[2 MQ]
11N	in	ind[3 MQ]
15N	in	ind[4 H27-39]
9	out	ud[0 H12-26]
8	out	ud[1 H00-11]
7	out	ud[2 MQ]
6	out	ud[3 MQ]
2	out	ud[4 H27-39]
12N	in	ind[5]
13N	in	ind[6]
14N	in	ind[7]
5	out	ud[5]
4	out	ud[6]
3	out	ud[7]
end

plade	0214-3	klockpulsforstærkere
image	0214-3.png
6N	+10.5V
10	STEL
15	-1.5V
12	-7.5V
14	-13.5V
7N	-13.5V
1	-31.5V
# 4N not on diagram
4N	STEL
10N	in	ind[display]
7	out	ud[display]
11N	in	ind[0->Linie]
6	out	ud[0->Linie]
12N	in	ind[KPo B]
5	out	ud[KPo B]
13N	in	ind[KPo A,1]
4	out	ud[KPo A,1]
14N	in	ind[KPo A,2]
3	out	ud[KPo A,2]
15N	in	ind[KPo A,3]
2	out	ud[KPo A,3]
9N	in	ind[KP B]
8	out	ud[KP B]
8N	in	ind[KP A]
11	out	ud[KP A]
end

plade	0214-4	Forstærkere og tælling i OT&TD
image	0214-4.png
end

plade	0214-5	FL, startkredse
image	0214-5.png
6N	+10.5V
10	STEL
15	-1.5V
12	-4.5V
14	-13.5V
7N	-13.5V
1	-31.5V
end

plade	0214-6	Magnetspole forst.
image	0214-6.png
end

plade	0214-7	Forstærkere
image	0214-7.png
14	NC
1	-31.5V
2	out	udg[8]
2N	STEL
3	out	udg[7]
4	out	udg[6]
4N	in	indg[0]
5	out	udg[5]
5N	out	udg[0]
6	out	udg[2]
6N	+10.5V
7	out	udg[1]
7N	-13.5V
8	out	udg[4]
8N	in	indg[3]
9	out	udg[3]
9N	in	indg[4]
10	+1.5V
10N	in	indg[1]
11N	in	indg[2]
12	-7.5V
12N	in	indg[5]
13N	in	indg[6]
14N	in	indg[7]
15	-1.5V
15N	in	indg[8]
end

plade	0214-8	Forstærkere
image	0214-8.png
1	-31.5V
7N	-13.5V
12	-7.5V
15	-1.5V
10	STEL
6N	+10.5V
4N	in	ind[0]
5N	out	ud[0]
8N	in	ind[1]
9	out	ud[1]
9N	in	ind[2]
8	out	ud[2]
10N	in	ind[3]
7	out	ud[3]
11N	in	ind[4]
6	out	ud[4]
12N	in	ind[5]
5	out	ud[5]
13N	in	ind[6]
4	out	ud[6]
14N	in	ind[7]
3	out	ud[7]
15N	in	ind[8]
2	out	ud[8]
end

plade	0215	Spild i AC, sum Gs & plus
image	0215a.png	0215b.png
15	+10.5V
5	+1.5V
1N	STEL
8N	STEL
11	-1.5V
7N	-7.5V
8	-13.5V
9N	-13.5V
6N	-31.5V
end

plade	0216 SR, AD1, TA registre
2	out	afkodning AD1
5	-31.5V
8	inout	Linie
10	in	_Gs
11	in	Gs
12	in	Gs
13	+10.5V
14	-1.5V
15	STEL
1N	out	SR
2N	out	_SR
3N	-13.5V
4N	in	Gm
5N	in	Gm
6N	in	Gs
7N	STEL
8N	out	-
9N	out	-
12N	out	AD1
13N	out	_AD1
14N	out	TA
15N	out	_TA
end

plade	0216-1	IN-TK registre
image	0216-1.png
5	-31.5V
3N	-13.5V
14	-1.5V
15	STEL
13	+10.5V
6N	out	_I via 100k
2N	out	_I
13N	out	_TK
1N	out	I
12N	out	TK
11N	in	_blokGmTk
4N	in	GmI
9N	in	GmTK
10	in	GsI
11	in	GsTK
8	in	Linie
end

plade	0216A-1	z læser, z HK, sum jLY 
image	0216A-1.png
11N	in	j tastatur
12	in	BY afk.af T
6N	in	Gmj
2	in	Reset
14N	out	^zjLY
15N	out	zjLY
11	in	^BY afk. af HK
12N	out	^zHK
13N	out	zHK
5N	in	BY afk af HK
10N	in	Gm I Zl
4N	in	BY afk af L
10	in	^BY afk af L
1N	out	^Zl
2N	out	Zl
7N	in	^1tegn
5	-31.5V
3N	-13.5V
14	-3.0V
15	STEL
4	+1.5V
13	+10.5V
end

plade	0216-4	BL, jSY, BY
image	0216-4.png
5	-31.5V
3N	-13.5V
14	-1.5V
15	STEL
13	+10.5V
8	inout	Linie
10	in	GsBL
12	in	GsBY
4N	in	GmBL
6N	in	GmBY
10N	out	0->BL
1N	out	BL
14N	out	BY
2N	out	_BL
15N	out	_BY
11	in	js
5N	in	Gmj
1	in	RESET
12N	out	jsy
13N	out	_jsy
end

plade	0216-7 BL, BS, BY, YE registre
image	0216-7.png
5	-31.5V
3N	-13.5V
14	-1.5V
15	STEL
13	+10.5V
8	inout	Linie
10	in	GsBL
11	in	GsBS
12	in	GsBY
4N	in	GmBL
5N	in	GmBS
6N	in	GmBY
10N	in	0->BL
1N	out	BL
12N	out	BS
14N	out	BY
2N	out	_BL
13N	out	_BS
15N	out	_BY
11N	out	_BY*
end

plade	0216-8	BY0 & BY1 YE registre 
image	0216-8.png
5	-31.5V
3N	-13.5V
15	STEL
13	+10.5V
10N	in	reset
4N	out	100k[1]
11N	out	100k[0]
13N	out	^BY1
15N	out	^BY0
12N	out	BY1
14N	out	BY0
5N	in	GmBY1
6N	in	GmBY0
11	in	GsBY1
12	in	GsBY0
1N	inout	Linie1
8	inout	Linie0
2N	inout	-1.5V*1
14	inout	-1.5V*1
end

plade	0216A	SR, AD1, TA registre
image	0216A.png
13	+10.5V
7N	STEL
15	STEL
14	-1.5V
3N	-13.5V
5	-31.5V
end

plade	0219	SP-adder mente 39
image	0219.png
8N	+10.5V
2	STEL
15	-1.5V
7N	-3.0V
9	-4.5V
10N	-7.5V
9N	-13.5V
1	-31.5V
15N	-31.5V
end

plade	0221	Styrekredse FL.
image	0221.png
3N	+10.5V
4N	+4.5V
2N	+1.5V
1N	STEL
13N	-3.0V
1	-13.5V
7	-13.5V
6	-31.5V
end

plade	0221-1	Temperaturovervågning
image	0221-1.png
end

plade	0222	Ordreafkodning
1	-13.5V
3N	-7.5V
15	STEL
2N	-4.5V
4N	-1.5V
1N	+10.5V
6N	in	Mode
15N	in	6
14N	in	5
13N	in	4
12N	in	3
10N	in	2
11N	in	_2
8N	in	1
9N	in	_1
6	out	ud.til.bet[0]
5	out	ud.til.bet[1]
4	out	ud.til.bet[2]
3	out	ud.til.bet[3]
13	out	ud.op[0]
12	out	ud.op[1]
11	out	ud.op[2]
10	out	ud.op[3]
end

plade	0222-1	Afkodning af IA
image	0222-1.png
6N	-13.5V
3N	-7.5V
4N	+4.5V
1N	+10.5V
12N	in
10N	in
11N	in
8N	in
9N	in
6	out	R|O
5	out	a|W
4	out	P|K
3	out	T|N
13	out	^R|^O
12	out	^a|^W
11	out	^P|^K
10	out	^T|^N
end

plade	0222-2	Afkodning af IO
image	0222-2.png
1	-13.5V
3N	-7.5V
2N	STEL
4N	+4.5V
1N	+10.5V
10N	in	^OR33e
11N	in	OR33e
8N	in	^OR34e
9N	in	OR34e
6	in	B3(L)
5	in	B2(N)
4	in	B1(M)
3	in	B0(I)
13	out	^B3
12	out	^B2
11	out	^B1
10	out	^B0
end

plade	0222-3	Afkodning af OR(28-29) og OR(30-31)
image	0222-3.png
3N	-4.5V
2N	-1.5V
1N	+10.5V
10N	in
11N	in
8N	in
9N	in
6	out
5	out
4	out
3	out
end

plade	0222-5	Mode 2 holdekreds
image	0222-5.png
1N	-31.5V
4N	-13.5V
3N	-7.5V
10	out	til afk.trans[op62]
15N	in	Mode 1
14N	in	fra optrans[op62]
13	out	Styring af Mode 2
11	in	til afk.trans[op36-37]
13N	in	fra optrans[op36-37]
end

plade	0222-6	Sp, H, MQ primær
image	0222-6.png
1N	+10.5V
8N	+1.5V
3N	STEL
12	-1.5V
12N	-3.0V
13	-4.5V
14N	-13.5V
6N	-31.5V
# XXX: 11 looks connected from picture on wiki
11	+4.5V
end

plade 0222-7	Afkodning af indlæsning BY8-9 
image	0222-7.png
1	-13.5V
3N	-4.5V
2N	STEL
4N	+1.5V
1N	+10.5V
10N	in	BY9
11N	in	^BY9
8N	in	BY8
9N	in	^BY8
6	out	Zlæser
5	out	Zby1,0
4	out	Ztastatur
13	out	^læser
12	out	^by1,0
11	out	^tatatur
3	out
10	out	^BY8*^BY9
end

plade	0223 Betingelsesafkodning
image	0223a.png	0223b.png
8N	-13.5V
7N	-7.5V
10N	-1.5V
4N	out	ud[0]
1N	out	ud[1]
13	out	ud[2]
10	out	ud[3]
7	out	ud[4]
4	out	ud[5]
1	out	ud[6]
5N	in	bet[0]
2N	in	bet[1]
14	in	bet[2]
11	in	bet[3]
8	in	bet[4]
5	in	bet[5]
2	in	bet[6]
6N	in	Fra op.[0]
3N	in	Fra op.[1]
15	in	Fra op.[2]
12	in	Fra op.[3]
9	in	Fra op.[4]
6	in	Fra op.[5]
3	in	Fra op.[6]
9N	in	diode-matrix
11N	in	diode-matrix
12N	in	diode-matrix
13N	in	diode-matrix
14N	in	diode-matrix
15N	in	diode-matrix
end

plade	0223-1 Betingelsesafkodning
image	0223-1.png
8N	-13.5V
10N	-1.5V
6N	in	Mode 5
4N	out	_Mode 5
6	in	Fra op. skr'
3	in	Fra op. læs'
5	in	bet. skr'
2	in	bet. læs'
4	out	ud skr'
1	out	ud læs'
end

plade	0224	OR-TI-O og liniekreds
image	0224a.png	0224b.png
2	+10.5V
2N	+1.5V
7	STEL
13	-1.5V
3N	out	-1.5V*
8	-3.0V
4	-13.5V
3	-13.5V
1	-31.5V
6	out	_ORe
12	out	_OR
9	out	OR
5	out	ORe
10	in	GmOR
11	in	GsOR
5N	in	Linie
9N	in	GsTi
10N	in	GMTi
12N	out	Ti(?)
14N	in	_ind(?)
15N	in	_SKti
13N	in	ind(?)
11N	out	Ti(?)
7N	in	Gs0->Linie
14	in	1-stille alle
15	in	1-stille
4N	out	DM160 grid
8N	in	0-stille
end

# XXX: Guess
plade	0224-1	OR-TI-O og liniekreds (XXX: term 10 ??)
image	0224a.png	0224b.png
1	-31.5V
2N	+1.5V
7	STEL
13	-1.5V
3N	out	-1.5V*
8	-3.0V
#11	-3.0V
#10	+4.5V
2	+10.5V
3	-13.5V
4	-13.5V
6	out	_ORe
12	out	_OR
9	out	OR
5	out	ORe
10	in	GmOR
11	in	GsOR
5N	in	Linie
9N	in	GsTi
10N	in	GMTi
12N	out	Ti(?)
14N	in	_ind(?)
15N	in	_SKti
13N	in	ind(?)
11N	out	Ti(?)
7N	in	Gs0->Linie
14	in	1-stille alle
15	in	1-stille
4N	out	DM160 grid
8N	in	0-stille
end

plade	0224-2	OR-TI-O og liniekreds
image	0224a.png	0224b.png
2	+10.5V
2N	+1.5V
7	STEL
13	-1.5V
3N	out	-1.5V*
8	-3.0V
4	-13.5V
3	-13.5V
1	-31.5V
6	out	_ORe
12	out	_OR
9	out	OR
5	out	ORe
10	in	GmOR
11	in	GsOR
5N	in	Linie
9N	in	GsTi
10N	in	GMTi
12N	out	Ti(?)
14N	in	_ind(?)
15N	in	_SKti
13N	in	ind(?)
11N	out	Ti(?)
7N	in	Gs0->Linie
14	in	1-stille alle
15	in	1-stille
4N	out	DM160 grid
8N	in	0-stille
end

plade	0225	Konstantstrømgen.
image	0225.png
5	+24.0V
1	-1.5V
2	-1.5V
3	-1.5V
4	-31.5V
14N	out	læsestrøm
12N	out	LP sekundær 
13N	out	LP sekundær
15N	out	skrivestrøm
end

plade	0229	Linie 00, blok tælling, fejlind i MA, spild fl.fl
image	0229a.png	0229b.png
5N	+10.5V
7N	+1.5V
14	STEL
14N	-4.5V
6N	-13.5V
1	-31.5V
4	in
5	in	Kpo
6	in
3	in	KPA
2	in	Fra MA
15	out	TO til KB
13	out	Spild
9	out	^Spild
8	out	til DM160
11	in	Gm Spild H
12	in	Ho + Hoo
3N	in	GmTD
4N	in	Gs39->TD
8N	out	Blok Tæll TD
10	in	GsMD00-9
1N	in	SigmaGs
12N	in	Linie0
11N	in	Gs AC00-9
10N	in	Gs H00-9
9N	in	Gs Adder 00-19
13N	out	Linie00
2N	in	Gm 0T
15N	out	Blok Tæll OT
end

plade	0231	Styring af indikator
image	0231.png
3N	-13.5V
1	STEL
15	STEL
5	in
8	in	Or38
1N	out
2N	out
4	in
6	in
7	in	GmIO
3	in
10	out
9	out
2	in
11N	in
15N	out
14N	out
4N	in	OR39
10N	in
7N	in
6N	in	GmIO
9N	in
13N	out
12N	out
5N	in	Or38
8N	in
end

plade	0233	Indikator operationer
image	0233.png
11N	in
3N	in	
1N	in
10N	in
9N	in
7N	in	B'3
6N	in
5N	in
2N	in	^B'3
15	out	Linie ud[1]
15N	in	Linie ind[1]
14N	out	^B
13N	in	Linie ind[0]
12	out	Linie ud[0]
1	in
12N	in
2	in
9	in
10	in
3	in
4	in
5	in	B'3
7	in
8	in
6	in	^B'3
13	-13.5V
